NOC,Year,Total_Medals,Gold_Medals
SGP,1976,0,0
SGP,1984,0,0
SGP,1988,0,0
SGP,1992,0,0
SGP,1996,0,0
SGP,2000,0,0
SGP,2004,0,0
SGP,2008,3,0
SGP,2012,4,0
SGP,2016,0,0
SGP,2020,0,0
SGP,2024,1,0
SKN,1996,0,0
SKN,2000,0,0
SKN,2004,0,0
SKN,2008,0,0
SKN,2012,0,0
SKN,2016,0,0
SKN,2020,0,0
SKN,2024,0,0
SLE,1968,0,0
SLE,1980,0,0
SLE,1984,0,0
SLE,1988,0,0
SLE,1992,0,0
SLE,1996,0,0
SLE,2000,0,0
SLE,2004,0,0
SLE,2008,0,0
SLE,2012,0,0
SLE,2016,0,0
SLE,2020,0,0
SLE,2024,0,0
SLO,1992,6,0
SLO,1996,2,0
SLO,2000,3,3
SLO,2004,5,0
SLO,2008,4,1
SLO,2012,5,1
SLO,2016,4,1
SLO,2020,4,2
SLO,2024,3,2
SMR,1960,0,0
SMR,1968,0,0
SMR,1972,0,0
SMR,1976,0,0
SMR,1980,0,0
SMR,1984,0,0
SMR,1988,0,0
SMR,1992,0,0
SMR,1996,0,0
SMR,2000,0,0
SMR,2004,0,0
SMR,2008,0,0
SMR,2012,0,0
SMR,2016,0,0
SMR,2020,4,0
SMR,2024,0,0
SOL,1984,0,0
SOL,1988,0,0
SOL,1992,0,0
SOL,1996,0,0
SOL,2000,0,0
SOL,2004,0,0
SOL,2008,0,0
SOL,2012,0,0
SOL,2016,0,0
SOL,2020,0,0
SOL,2024,0,0
SOM,1972,0,0
SOM,1984,0,0
SOM,1988,0,0
SOM,1996,0,0
SOM,2000,0,0
SOM,2004,0,0
SOM,2008,0,0
SOM,2012,0,0
SOM,2016,0,0
SOM,2020,0,0
SOM,2024,0,0
SRB,1912,0,0
SRB,2008,1,0
SRB,2012,3,1
SRB,2016,41,1
SRB,2020,21,1
SRB,2024,16,3
SRI,1948,1,0
SRI,1952,0,0
SRI,1956,0,0
SRI,1960,0,0
SRI,1964,0,0
SRI,1968,0,0
SRI,1972,0,0
SRI,1980,0,0
SRI,1984,0,0
SRI,1988,0,0
SRI,1992,0,0
SRI,1996,0,0
SRI,2000,1,0
SRI,2004,0,0
SRI,2008,0,0
SRI,2012,0,0
SRI,2016,0,0
SRI,2020,0,0
SRI,2024,0,0
SSD,2016,0,0
SSD,2020,0,0
SSD,2024,0,0
STP,1996,0,0
STP,2000,0,0
STP,2004,0,0
STP,2008,0,0
STP,2012,0,0
STP,2016,0,0
STP,2020,0,0
STP,2024,0,0
SUD,1960,0,0
SUD,1968,0,0
SUD,1972,0,0
SUD,1984,0,0
SUD,1988,0,0
SUD,1992,0,0
SUD,1996,0,0
SUD,2000,0,0
SUD,2004,0,0
SUD,2008,1,0
SUD,2012,0,0
SUD,2016,0,0
SUD,2020,0,0
SUD,2024,0,0
SUI,1896,3,1
SUI,1900,21,16
SUI,1904,3,1
SUI,1906,12,8
SUI,1908,0,0
SUI,1912,0,0
SUI,1920,29,6
SUI,1924,60,14
SUI,1928,28,16
SUI,1932,1,0
SUI,1936,48,1
SUI,1948,32,5
SUI,1952,33,2
SUI,1956,3,0
SUI,1960,12,0
SUI,1964,6,1
SUI,1968,13,0
SUI,1972,8,0
SUI,1976,10,1
SUI,1980,2,2
SUI,1984,12,0
SUI,1988,8,0
SUI,1992,1,1
SUI,1996,11,5
SUI,2000,14,1
SUI,2004,7,1
SUI,2008,11,3
SUI,2012,4,2
SUI,2016,11,6
SUI,2020,13,3
SUI,2024,9,1
SUR,1968,0,0
SUR,1972,0,0
SUR,1976,0,0
SUR,1984,0,0
SUR,1988,0,0
SUR,1992,0,0
SUR,1996,0,0
SUR,2000,0,0
SUR,2004,0,0
SUR,2008,0,0
SUR,2012,0,0
SUR,2016,0,0
SUR,2020,0,0
SUR,2024,0,0
SVK,1996,3,1
SVK,2000,4,2
SVK,2004,10,3
SVK,2008,10,4
SVK,2012,5,0
SVK,2016,8,3
SVK,2020,2,1
SVK,2024,0,0
SWE,1896,0,0
SWE,1900,1,0
SWE,1906,13,2
SWE,1908,69,46
SWE,1912,167,92
SWE,1920,128,47
SWE,1924,58,7
SWE,1928,34,6
SWE,1932,31,12
SWE,1936,34,7
SWE,1948,73,29
SWE,1952,68,23
SWE,1956,34,14
SWE,1960,6,2
SWE,1964,15,3
SWE,1968,9,4
SWE,1972,18,1
SWE,1976,9,9
SWE,1980,10,1
SWE,1984,27,3
SWE,1988,15,0
SWE,1992,29,1
SWE,1996,27,3
SWE,2000,23,3
SWE,2004,12,5
SWE,2008,7,0
SWE,2012,22,2
SWE,2016,25,1
SWE,2020,33,6
SWE,2024,14,3
SWZ,1972,0,0
SWZ,1984,0,0
SWZ,1988,0,0
SWZ,1992,0,0
SWZ,1996,0,0
SWZ,2000,0,0
SWZ,2004,0,0
SWZ,2008,0,0
SWZ,2012,0,0
SWZ,2016,0,0
SWZ,2020,0,0
SWZ,2024,0,0
SYR,1968,0,0
SYR,1972,0,0
SYR,1980,0,0
SYR,1984,1,0
SYR,1988,0,0
SYR,1992,0,0
SYR,1996,1,1
SYR,2000,0,0
SYR,2004,1,0
SYR,2008,0,0
SYR,2012,0,0
SYR,2016,0,0
SYR,2020,1,0
SYR,2024,0,0
TAN,1964,0,0
TAN,1968,0,0
TAN,1972,0,0
TAN,1980,2,0
TAN,1984,0,0
TAN,1988,0,0
TAN,1992,0,0
TAN,1996,0,0
TAN,2000,0,0
TAN,2004,0,0
TAN,2008,0,0
TAN,2012,0,0
TAN,2016,0,0
TAN,2020,0,0
TAN,2024,0,0
TCH,1920,2,0
TCH,1924,10,1
TCH,1928,16,2
TCH,1932,4,1
TCH,1936,17,5
TCH,1948,20,14
TCH,1952,25,11
TCH,1956,7,1
TCH,1960,22,4
TCH,1964,54,5
TCH,1968,28,6
TCH,1972,28,2
TCH,1976,15,2
TCH,1980,35,17
TCH,1988,10,3
TCH,1992,8,4
TGA,1984,0,0
TGA,1988,0,0
TGA,1992,0,0
TGA,1996,1,0
TGA,2000,0,0
TGA,2004,0,0
TGA,2008,0,0
TGA,2012,0,0
TGA,2016,0,0
TGA,2020,0,0
TGA,2024,0,0
THA,1952,0,0
THA,1956,0,0
THA,1960,0,0
THA,1964,0,0
THA,1968,0,0
THA,1972,0,0
THA,1976,1,0
THA,1984,1,0
THA,1988,1,0
THA,1992,1,0
THA,1996,2,1
THA,2000,3,1
THA,2004,8,3
THA,2008,4,2
THA,2012,3,0
THA,2016,6,2
THA,2020,2,1
THA,2024,6,1
TJK,1996,0,0
TJK,2000,0,0
TJK,2004,0,0
TJK,2008,2,0
TJK,2012,1,0
TJK,2016,1,1
TJK,2020,0,0
TJK,2024,3,0
TKM,1996,0,0
TKM,2000,0,0
TKM,2004,0,0
TKM,2008,0,0
TKM,2012,0,0
TKM,2016,0,0
TKM,2020,1,0
TKM,2024,0,0
TLS,2004,0,0
TLS,2008,0,0
TLS,2012,0,0
TLS,2016,0,0
TLS,2020,0,0
TLS,2024,0,0
TOG,1972,0,0
TOG,1984,0,0
TOG,1988,0,0
TOG,1992,0,0
TOG,1996,0,0
TOG,2000,0,0
TOG,2004,0,0
TOG,2008,1,0
TOG,2012,0,0
TOG,2016,0,0
TOG,2020,0,0
TOG,2024,0,0
TPE,1956,0,0
TPE,1960,1,0
TPE,1964,0,0
TPE,1968,1,0
TPE,1972,0,0
TPE,1984,1,0
TPE,1988,0,0
TPE,1992,0,0
TPE,1996,1,0
TPE,2000,5,0
TPE,2004,9,2
TPE,2008,4,0
TPE,2012,2,0
TPE,2016,5,1
TPE,2020,15,3
TPE,2024,8,3
TTO,1948,1,0
TTO,1952,2,0
TTO,1956,0,0
TTO,1964,6,0
TTO,1968,0,0
TTO,1972,0,0
TTO,1976,1,1
TTO,1980,0,0
TTO,1984,0,0
TTO,1988,0,0
TTO,1992,0,0
TTO,1996,2,0
TTO,2000,2,0
TTO,2004,0,0
TTO,2008,6,5
TTO,2012,10,1
TTO,2016,1,0
TTO,2020,0,0
TTO,2024,0,0
TUN,1960,0,0
TUN,1964,2,0
TUN,1968,2,1
TUN,1972,1,0
TUN,1976,0,0
TUN,1984,0,0
TUN,1988,0,0
TUN,1992,0,0
TUN,1996,1,0
TUN,2000,0,0
TUN,2004,0,0
TUN,2008,0,0
TUN,2012,1,0
TUN,2016,3,0
TUN,2020,1,0
TUN,2024,3,1
TUR,1906,0,0
TUR,1912,0,0
TUR,1924,0,0
TUR,1928,0,0
TUR,1936,2,1
TUR,1948,12,6
TUR,1952,3,2
TUR,1956,7,3
TUR,1960,9,7
TUR,1964,6,2
TUR,1968,2,2
TUR,1972,1,0
TUR,1976,0,0
TUR,1984,3,0
TUR,1988,2,1
TUR,1992,6,2
TUR,1996,6,4
TUR,2000,5,3
TUR,2004,11,3
TUR,2008,7,1
TUR,2012,5,2
TUR,2016,8,1
TUR,2020,9,2
TUR,2024,11,0
TUV,2008,0,0
TUV,2012,0,0
TUV,2016,0,0
TUV,2020,0,0
TUV,2024,0,0
UAE,1984,0,0
UAE,1988,0,0
UAE,1992,0,0
UAE,1996,0,0
UAE,2000,0,0
UAE,2004,1,1
UAE,2008,0,0
UAE,2012,0,0
UAE,2016,1,0
UAE,2020,0,0
UAE,2024,0,0
UAR,1960,2,0
UGA,1956,0,0
UGA,1960,0,0
UGA,1964,0,0
UGA,1968,2,0
UGA,1972,2,1
UGA,1980,1,0
UGA,1984,0,0
UGA,1988,0,0
UGA,1992,0,0
UGA,1996,1,0
UGA,2000,0,0
UGA,2004,0,0
UGA,2008,0,0
UGA,2012,1,1
UGA,2016,0,0
UGA,2020,4,2
UGA,2024,2,1
UKR,1996,34,10
UKR,2000,28,1
UKR,2004,43,5
UKR,2008,29,10
UKR,2012,26,9
UKR,2016,15,2
UKR,2020,12,1
UKR,2024,14,6
URS,1952,117,36
URS,1956,154,68
URS,1960,157,61
URS,1964,154,59
URS,1968,157,65
URS,1972,188,95
URS,1976,269,112
URS,1980,353,160
URS,1988,266,132
URU,1924,14,14
URU,1928,17,17
URU,1932,1,0
URU,1936,0,0
URU,1948,3,0
URU,1952,14,0
URU,1956,12,0
URU,1960,0,0
URU,1964,1,0
URU,1968,0,0
URU,1972,0,0
URU,1976,0,0
URU,1984,0,0
URU,1988,0,0
URU,1992,0,0
URU,1996,0,0
URU,2000,1,0
URU,2004,0,0
URU,2008,0,0
URU,2012,0,0
URU,2016,0,0
URU,2020,0,0
URU,2024,0,0
USA,1896,20,11
USA,1900,59,28
USA,1904,320,107
USA,1906,23,11
USA,1908,58,32
USA,1912,99,43
USA,1920,148,94
USA,1924,132,77
USA,1928,58,27
USA,1932,133,66
USA,1936,68,45
USA,1948,117,65
USA,1952,106,68
USA,1956,92,56
USA,1960,79,45
USA,1964,100,47
USA,1968,77,45
USA,1972,83,20
USA,1976,104,39
USA,1984,249,131
USA,1988,141,61
USA,1992,162,50
USA,1996,152,87
USA,2000,123,53
USA,2004,160,72
USA,2008,184,96
USA,2012,161,91
USA,2016,175,78
USA,2020,180,77
USA,2024,226,104
UZB,1996,2,0
UZB,2000,4,1
UZB,2004,5,2
UZB,2008,5,1
UZB,2012,3,1
UZB,2016,13,4
UZB,2020,5,3
UZB,2024,13,8
VAN,1988,0,0
VAN,1992,0,0
VAN,1996,0,0
VAN,2000,0,0
VAN,2004,0,0
VAN,2008,0,0
VAN,2012,0,0
VAN,2016,0,0
VAN,2020,0,0
VAN,2024,0,0
VEN,1948,0,0
VEN,1952,1,0
VEN,1956,0,0
VEN,1960,1,0
VEN,1964,0,0
VEN,1968,1,1
VEN,1972,0,0
VEN,1976,1,0
VEN,1980,1,0
VEN,1984,2,0
VEN,1988,0,0
VEN,1992,0,0
VEN,1996,0,0
VEN,2000,0,0
VEN,2004,2,0
VEN,2008,1,0
VEN,2012,1,1
VEN,2016,3,0
VEN,2020,4,1
VEN,2024,0,0
VIE,1980,0,0
VIE,1988,0,0
VIE,1992,0,0
VIE,1996,0,0
VIE,2000,1,0
VIE,2004,0,0
VIE,2008,1,0
VIE,2012,0,0
VIE,2016,2,1
VIE,2020,0,0
VIE,2024,0,0
VIN,1988,0,0
VIN,1992,0,0
VIN,1996,0,0
VIN,2000,0,0
VIN,2004,0,0
VIN,2008,0,0
VIN,2012,0,0
VIN,2016,0,0
VIN,2020,0,0
VIN,2024,0,0
VNM,1952,0,0
VNM,1956,0,0
VNM,1960,0,0
VNM,1964,0,0
VNM,1968,0,0
VNM,1972,0,0
WIF,1960,5,0
YAR,1984,0,0
YAR,1988,0,0
YEM,1992,0,0
YEM,1996,0,0
YEM,2000,0,0
YEM,2004,0,0
YEM,2008,0,0
YEM,2012,0,0
YEM,2016,0,0
YEM,2020,0,0
YEM,2024,0,0
YMD,1988,0,0
YUG,1920,0,0
YUG,1924,2,2
YUG,1928,12,1
YUG,1932,0,0
YUG,1936,1,0
YUG,1948,16,0
YUG,1952,15,4
YUG,1956,15,0
YUG,1960,17,16
YUG,1964,4,2
YUG,1968,16,1
YUG,1972,18,15
YUG,1976,19,2
YUG,1980,46,13
YUG,1984,74,34
YUG,1988,50,2
ZAM,1964,0,0
ZAM,1968,0,0
ZAM,1972,0,0
ZAM,1980,0,0
ZAM,1984,1,0
ZAM,1988,0,0
ZAM,1992,0,0
ZAM,1996,1,0
ZAM,2000,0,0
ZAM,2004,0,0
ZAM,2008,0,0
ZAM,2012,0,0
ZAM,2016,0,0
ZAM,2020,0,0
ZAM,2024,1,0
ZIM,1928,0,0
ZIM,1964,0,0
ZIM,1980,0,0
ZIM,1984,0,0
ZIM,1988,0,0
ZIM,1992,0,0
ZIM,1996,0,0
ZIM,2000,0,0
ZIM,2004,0,0
ZIM,2008,0,0
ZIM,2012,0,0
ZIM,2016,0,0
ZIM,2020,0,0
ZIM,2024,0,0
