NOC,Sport,Year,Total_Athletes,Gold,Silver,Bronze,Total_Medals
GER,Badminton,2012,6,0,0,0,0
GER,Badminton,2016,8,0,0,0,0
GER,Badminton,2020,6,0,0,0,0
GER,Badminton,2024,4,0,0,0,0
GER,Basketball,1936,10,0,0,0,0
GER,Basketball,1992,12,0,0,0,0
GER,Basketball,2008,12,0,0,0,0
GER,Basketball,2020,12,0,0,0,0
GER,Basketball,2024,24,0,0,0,0
GER,Beach Volleyball,1996,4,0,0,0,0
GER,Beach Volleyball,2000,8,0,0,2,2
GER,Beach Volleyball,2004,8,0,0,0,0
GER,Beach Volleyball,2008,8,0,0,0,0
GER,Beach Volleyball,2012,8,2,0,0,2
GER,Beach Volleyball,2016,6,2,0,0,2
GER,Beach Volleyball,2020,6,0,0,0,0
GER,Beach Volleyball,2024,6,0,2,0,2
GER,Boxing,1928,8,0,1,0,1
GER,Boxing,1932,8,0,3,0,3
GER,Boxing,1936,8,2,2,1,5
GER,Boxing,1952,10,0,1,1,2
GER,Boxing,1956,8,1,1,0,2
GER,Boxing,1960,10,0,0,1,1
GER,Boxing,1964,10,0,2,1,3
GER,Boxing,1992,12,2,1,1,4
GER,Boxing,1996,8,0,1,3,4
GER,Boxing,2000,8,0,0,1,1
GER,Boxing,2004,4,0,0,2,2
GER,Boxing,2008,4,0,0,0,0
GER,Boxing,2012,4,0,0,0,0
GER,Boxing,2016,6,0,0,1,1
GER,Boxing,2020,3,0,0,0,0
GER,Boxing,2024,3,0,0,1,1
GER,Canoeing,1936,14,3,5,2,10
GER,Canoeing,1952,13,0,0,5,5
GER,Canoeing,1956,13,2,3,1,6
GER,Canoeing,1960,13,4,3,0,7
GER,Canoeing,1964,13,3,4,2,9
GER,Canoeing,1992,36,14,6,2,22
GER,Canoeing,1996,35,13,4,3,20
GER,Canoeing,2000,30,8,4,5,17
GER,Canoeing,2004,32,9,9,1,19
GER,Canoeing,2008,28,7,4,7,18
GER,Canoeing,2012,27,5,5,4,14
GER,Canoeing,2016,27,9,6,1,16
GER,Cycling,1896,10,0,1,0,1
GER,Cycling,1900,5,0,1,0,1
GER,Cycling,1906,27,0,2,2,4
GER,Cycling,1908,33,0,4,1,5
GER,Cycling,1912,22,0,0,0,0
GER,Cycling,1928,12,0,0,2,2
GER,Cycling,1932,8,0,0,0,0
GER,Cycling,1936,16,3,0,1,4
GER,Cycling,1952,9,0,0,2,2
GER,Cycling,1956,14,0,0,4,4
GER,Cycling,1960,17,0,11,0,11
GER,Cycling,1964,18,4,0,2,6
GER,Cycling,1992,21,11,2,0,13
GER,Cycling,1996,23,1,0,1,2
GER,Cycling,2000,40,7,4,3,14
GER,Cycling,2004,38,3,1,4,8
GER,Cycling,2008,29,1,1,3,5
GER,Cycling,2012,32,2,4,3,9
GER,Cycling,2016,42,1,0,2,3
GER,Cycling BMX Freestyle,2020,1,0,0,0,0
GER,Cycling BMX Freestyle,2024,1,0,0,0,0
GER,Cycling BMX Racing,2024,4,0,0,0,0
GER,Cycling Mountain Bike,2020,4,0,0,0,0
GER,Cycling Mountain Bike,2024,3,0,0,0,0
GER,Cycling Road,2020,12,0,0,0,0
GER,Cycling Road,2024,7,0,0,0,0
GER,"Cycling Road, Cycling Track",2024,2,0,0,0,0
GER,Cycling Track,2020,37,6,3,0,9
GER,Cycling Track,2024,40,0,1,4,5
GER,Equestrian,2020,23,6,1,0,7
GER,Equestrian,2024,22,7,1,0,8
GER,Equestrianism,1900,1,0,0,0,0
GER,Equestrianism,1912,22,0,6,4,10
GER,Equestrianism,1928,18,4,0,1,5
GER,Equestrianism,1936,18,12,1,0,13
GER,Equestrianism,1952,18,0,3,5,8
GER,Equestrianism,1956,18,4,7,1,12
GER,Equestrianism,1960,16,3,0,1,4
GER,Equestrianism,1964,20,6,2,5,13
GER,Equestrianism,1992,24,6,2,5,13
GER,Equestrianism,1996,24,10,0,0,10
GER,Equestrianism,2000,23,8,1,1,10
GER,Equestrianism,2004,26,4,1,4,9
GER,Equestrianism,2008,24,9,1,1,11
GER,Equestrianism,2012,25,6,3,1,10
GER,Equestrianism,2016,24,5,5,5,15
GER,Fencing,1900,1,0,0,0,0
GER,Fencing,1904,2,0,0,0,0
GER,Fencing,1906,23,5,2,0,7
GER,Fencing,1908,27,0,0,0,0
GER,Fencing,1912,33,0,0,0,0
GER,Fencing,1928,26,1,1,1,3
GER,Fencing,1932,3,0,0,0,0
GER,Fencing,1936,29,0,1,12,13
GER,Fencing,1952,17,0,0,0,0
GER,Fencing,1956,3,0,0,0,0
GER,Fencing,1960,33,1,0,4,5
GER,Fencing,1964,31,0,1,4,5
GER,Fencing,1992,32,10,5,0,15
GER,Fencing,1996,30,0,0,3,3
GER,Fencing,2000,32,0,2,7,9
GER,Fencing,2004,21,0,3,3,6
GER,Fencing,2008,12,2,0,0,2
GER,Fencing,2012,23,0,1,4,5
GER,Fencing,2016,4,0,0,0,0
GER,Fencing,2020,15,0,0,0,0
GER,Fencing,2024,2,0,0,0,0
GER,Football,1912,22,0,0,0,0
GER,Football,1928,11,0,0,0,0
GER,Football,1936,16,0,0,0,0
GER,Football,1952,14,0,0,0,0
GER,Football,1956,11,0,0,0,0
GER,Football,1964,19,0,0,19,19
GER,Football,1996,15,0,0,0,0
GER,Football,2000,17,0,0,17,17
GER,Football,2004,17,0,0,17,17
GER,Football,2008,16,0,0,16,16
GER,Football,2016,35,18,17,0,35
GER,Football,2020,19,0,0,0,0
GER,Football,2024,20,0,0,20,20
GER,Golf,2016,4,0,0,0,0
GER,Golf,2020,4,0,0,0,0
GER,Golf,2024,4,0,1,0,1
GER,Gymnastics,1896,66,23,3,2,28
GER,Gymnastics,1900,14,0,0,0,0
GER,Gymnastics,1904,28,0,1,1,2
GER,Gymnastics,1906,33,0,0,0,0
GER,Gymnastics,1908,11,0,0,0,0
GER,Gymnastics,1912,36,0,0,0,0
GER,Gymnastics,1936,72,20,1,6,27
GER,Gymnastics,1952,119,0,1,0,1
GER,Gymnastics,1956,48,1,0,0,1
GER,Gymnastics,1960,84,0,0,0,0
GER,Gymnastics,1964,84,0,1,6,7
GER,Gymnastics,1992,84,0,1,2,3
GER,Gymnastics,1996,61,1,0,0,1
GER,Gymnastics,2000,42,0,0,0,0
GER,Gymnastics,2004,52,0,0,0,0
GER,Gymnastics,2008,66,0,1,1,2
GER,Gymnastics,2012,49,0,3,0,3
GER,Gymnastics,2016,45,1,0,1,2
GER,Handball,1936,22,22,0,0,22
GER,Handball,1992,32,0,0,0,0
GER,Handball,1996,30,0,0,0,0
GER,Handball,2000,15,0,0,0,0
GER,Handball,2004,15,0,15,0,15
GER,Handball,2008,29,0,0,0,0
GER,Handball,2016,15,0,0,15,15
GER,Handball,2020,15,0,0,0,0
GER,Handball,2024,33,0,16,0,16
GER,Judo,1964,4,0,1,1,2
GER,Judo,1992,13,0,0,2,2
GER,Judo,1996,13,1,0,4,5
GER,Judo,2000,11,0,0,1,1
GER,Judo,2004,12,1,0,3,4
GER,Judo,2008,11,1,0,0,1
GER,Judo,2012,11,0,2,2,4
GER,Judo,2016,13,0,0,1,1
GER,Judo,2020,25,0,1,13,14
GER,Judo,2024,20,0,1,0,1
GER,Modern Pentathlon,1912,1,0,0,0,0
GER,Modern Pentathlon,1928,3,0,0,1,1
GER,Modern Pentathlon,1932,3,0,0,0,0
GER,Modern Pentathlon,1936,3,1,0,0,1
GER,Modern Pentathlon,1952,6,0,0,0,0
GER,Modern Pentathlon,1960,6,0,0,0,0
GER,Modern Pentathlon,1964,6,0,0,0,0
GER,Modern Pentathlon,1992,6,0,0,0,0
GER,Modern Pentathlon,2000,2,0,0,0,0
GER,Modern Pentathlon,2004,3,0,0,0,0
GER,Modern Pentathlon,2008,4,1,0,0,1
GER,Modern Pentathlon,2012,4,0,0,0,0
GER,Modern Pentathlon,2016,4,0,0,0,0
GER,Modern Pentathlon,2020,4,0,0,0,0
GER,Modern Pentathlon,2024,4,0,0,0,0
GER,Rhythmic Gymnastics,1992,1,0,0,0,0
GER,Rhythmic Gymnastics,1996,8,0,0,0,0
GER,Rhythmic Gymnastics,2000,8,0,0,0,0
GER,Rhythmic Gymnastics,2004,1,0,0,0,0
GER,Rhythmic Gymnastics,2012,7,0,0,0,0
GER,Rhythmic Gymnastics,2016,6,0,0,0,0
GER,Rhythmic Gymnastics,2024,7,1,0,0,1
GER,Rowing,1900,30,5,0,11,16
GER,Rowing,1908,3,0,0,3,3
GER,Rowing,1912,25,5,0,9,14
GER,Rowing,1928,23,2,0,0,2
GER,Rowing,1932,20,5,6,0,11
GER,Rowing,1936,26,15,2,9,26
GER,Rowing,1952,21,0,3,0,3
GER,Rowing,1956,12,0,3,0,3
GER,Rowing,1960,26,17,1,0,18
GER,Rowing,1964,26,5,10,2,17
GER,Rowing,1992,53,11,9,22,42
GER,Rowing,1996,48,8,9,1,18
GER,Rowing,2000,31,6,2,6,14
GER,Rowing,2004,48,5,4,0,9
GER,Rowing,2008,51,0,2,4,6
GER,Rowing,2012,48,13,4,0,17
GER,Rowing,2016,35,8,9,0,17
GER,Rowing,2020,24,0,11,0,11
GER,Rowing,2024,23,1,0,4,5
GER,Rugby,1900,15,0,15,0,15
GER,Sailing,1900,12,4,4,0,8
GER,Sailing,1928,6,0,0,0,0
GER,Sailing,1932,1,0,0,0,0
GER,Sailing,1936,14,2,1,6,9
GER,Sailing,1952,14,0,0,3,3
GER,Sailing,1956,9,0,0,0,0
GER,Sailing,1960,13,0,0,3,3
GER,Sailing,1964,12,1,3,0,4
GER,Sailing,1992,15,0,0,0,0
GER,Sailing,1996,15,3,0,0,3
GER,Sailing,2000,17,0,4,2,6
GER,Sailing,2004,17,0,0,0,0
GER,Sailing,2008,12,0,0,2,2
GER,Sailing,2012,12,0,0,0,0
GER,Sailing,2016,12,0,0,2,2
GER,Sailing,2020,10,0,2,4,6
GER,Sailing,2024,14,0,0,0,0
GER,Shooting,1908,1,0,0,0,0
GER,Shooting,1912,25,0,1,6,7
GER,Shooting,1932,1,0,1,0,1
GER,Shooting,1936,9,1,2,0,3
GER,Shooting,1952,8,0,0,0,0
GER,Shooting,1956,4,0,0,0,0
GER,Shooting,1960,11,1,0,1,2
GER,Shooting,1964,12,0,0,0,0
GER,Shooting,1992,26,2,0,1,3
GER,Shooting,1996,29,2,2,0,4
GER,Shooting,2000,29,0,0,0,0
GER,Shooting,2004,28,2,1,0,3
GER,Shooting,2008,26,0,1,3,4
GER,Shooting,2012,23,0,0,0,0
GER,Shooting,2016,18,3,1,0,4
GER,Shooting,2020,13,0,0,0,0
GER,Shooting,2024,26,0,0,0,0
GER,Skateboarding,2020,2,0,0,0,0
GER,Skateboarding,2024,2,0,0,0,0
GER,Sport Climbing,2020,2,0,0,0,0
GER,Sport Climbing,2024,3,0,0,0,0
GER,Surfing,2020,1,0,0,0,0
GER,Surfing,2024,2,0,0,0,0
GER,Table Tennis,1992,8,0,2,0,2
GER,Table Tennis,1996,11,0,0,1,1
GER,Table Tennis,2000,12,0,0,0,0
GER,Table Tennis,2004,12,0,0,0,0
GER,Table Tennis,2008,11,0,3,0,3
GER,Table Tennis,2012,10,0,0,4,4
GER,Table Tennis,2016,10,0,3,3,6
GER,Table Tennis,2020,12,0,3,1,4
GER,Table Tennis,2024,12,0,0,0,0
GER,Taekwondo,2000,3,0,1,0,1
GER,Taekwondo,2008,4,0,0,0,0
GER,Taekwondo,2012,2,0,0,1,1
GER,Taekwondo,2016,2,0,0,0,0
GER,Taekwondo,2020,1,0,0,0,0
GER,Taekwondo,2024,1,0,0,0,0
GER,Tennis,1896,2,1,0,0,1
GER,Tennis,1904,2,0,0,0,0
GER,Tennis,1908,9,0,1,0,1
GER,Tennis,1912,13,2,1,1,4
GER,Tennis,1992,10,2,1,0,3
GER,Tennis,1996,5,0,0,2,2
GER,Tennis,2000,7,0,1,0,1
GER,Tennis,2004,6,0,2,0,2
GER,Tennis,2008,4,0,0,0,0
GER,Tennis,2012,15,0,0,0,0
GER,Tennis,2016,11,0,1,0,1
GER,Tennis,2020,15,1,0,0,1
GER,Tennis,2024,18,0,0,0,0
GER,Trampoline Gymnastics,2024,1,0,0,0,0
GER,Triathlon,2000,4,0,1,0,1
GER,Triathlon,2004,5,0,0,0,0
GER,Triathlon,2008,6,1,0,0,1
GER,Triathlon,2012,6,0,0,0,0
GER,Triathlon,2016,2,0,0,0,0
GER,Triathlon,2020,8,0,0,0,0
GER,Triathlon,2024,6,0,0,0,0
GER,Volleyball,1996,12,0,0,0,0
GER,Volleyball,2000,12,0,0,0,0
GER,Volleyball,2004,12,0,0,0,0
GER,Volleyball,2008,12,0,0,0,0
GER,Volleyball,2012,12,0,0,0,0
GER,Volleyball,2024,13,0,0,0,0
GER,Weightlifting,1896,1,0,0,0,0
GER,Weightlifting,1904,2,0,0,2,2
GER,Weightlifting,1906,4,0,0,3,3
GER,Weightlifting,1928,10,2,0,1,3
GER,Weightlifting,1932,4,1,1,1,3
GER,Weightlifting,1936,10,1,2,2,5
GER,Weightlifting,1952,5,0,0,0,0
GER,Weightlifting,1956,2,0,0,0,0
GER,Weightlifting,1960,7,0,0,0,0
GER,Weightlifting,1964,6,0,0,0,0
GER,Weightlifting,1992,10,1,0,2,3
GER,Weightlifting,1996,10,0,2,1,3
GER,Weightlifting,2000,5,0,2,0,2
GER,Weightlifting,2004,4,0,0,0,0
GER,Weightlifting,2008,5,1,0,0,1
GER,Weightlifting,2012,5,0,0,0,0
GER,Weightlifting,2016,5,0,0,0,0
GER,Weightlifting,2020,4,0,0,0,0
GER,Wrestling,1896,1,1,0,0,1
GER,Wrestling,1904,3,0,1,0,1
GER,Wrestling,1906,2,0,0,0,0
GER,Wrestling,1908,1,0,0,0,0
GER,Wrestling,1912,14,0,1,0,1
GER,Wrestling,1928,6,1,2,1,4
GER,Wrestling,1932,6,1,2,1,4
GER,Wrestling,1936,14,0,3,4,7
GER,Wrestling,1952,16,0,0,0,0
GER,Wrestling,1956,7,0,1,0,1
GER,Wrestling,1960,16,1,3,0,4
GER,Wrestling,1964,16,0,1,3,4
GER,Wrestling,1992,17,1,2,0,3
GER,Wrestling,1996,12,0,1,2,3
GER,Wrestling,2000,10,0,0,0,0
GER,Wrestling,2004,9,0,0,0,0
GER,Wrestling,2008,7,0,1,0,1
GER,Wrestling,2012,4,0,0,0,0
GER,Wrestling,2016,7,0,0,1,1
GER,Wrestling,2020,7,1,0,2,3
GER,Wrestling,2024,7,0,0,0,0
GHA,Athletics,1952,9,0,0,0,0
GHA,Athletics,1960,9,0,0,0,0
GHA,Athletics,1964,19,0,0,0,0
GHA,Athletics,1968,13,0,0,0,0
GHA,Athletics,1972,19,0,0,0,0
GHA,Athletics,1984,21,0,0,0,0
GHA,Athletics,1988,16,0,0,0,0
GHA,Athletics,1992,13,0,0,0,0
GHA,Athletics,1996,19,0,0,0,0
GHA,Athletics,2000,24,0,0,0,0
GHA,Athletics,2004,13,0,0,0,0
GHA,Athletics,2008,3,0,0,0,0
GHA,Athletics,2012,2,0,0,0,0
GHA,Athletics,2016,10,0,0,0,0
GHA,Athletics,2020,9,0,0,0,0
GHA,Athletics,2024,9,0,0,0,0
GHA,Boxing,1960,6,0,1,0,1
GHA,Boxing,1964,7,0,0,1,1
GHA,Boxing,1968,7,0,0,0,0
GHA,Boxing,1972,6,0,0,1,1
GHA,Boxing,1984,6,0,0,0,0
GHA,Boxing,1988,4,0,0,0,0
GHA,Boxing,1992,4,0,0,0,0
GHA,Boxing,1996,2,0,0,0,0
GHA,Boxing,2000,4,0,0,0,0
GHA,Boxing,2008,6,0,0,0,0
GHA,Boxing,2012,3,0,0,0,0
GHA,Boxing,2016,1,0,0,0,0
GHA,Boxing,2020,3,0,0,1,1
GHA,Football,1964,14,0,0,0,0
GHA,Football,1968,16,0,0,0,0
GHA,Football,1972,16,0,0,0,0
GHA,Football,1992,20,0,0,20,20
GHA,Football,1996,16,0,0,0,0
GHA,Football,2004,16,0,0,0,0
GHA,Judo,2012,1,0,0,0,0
GHA,Judo,2016,1,0,0,0,0
GHA,Judo,2020,1,0,0,0,0
GHA,Table Tennis,1988,1,0,0,0,0
GHA,Table Tennis,1992,4,0,0,0,0
GHA,Table Tennis,1996,3,0,0,0,0
GHA,Weightlifting,2012,1,0,0,0,0
GHA,Weightlifting,2016,1,0,0,0,0
GHA,Weightlifting,2020,1,0,0,0,0
GRE,Archery,2000,1,0,0,0,0
GRE,Archery,2004,12,0,0,0,0
GRE,Archery,2008,2,0,0,0,0
GRE,Archery,2012,1,0,0,0,0
GRE,Archery,2016,1,0,0,0,0
GRE,Archery,2020,1,0,0,0,0
GRE,Artistic Gymnastics,2020,1,0,0,1,1
GRE,Artistic Gymnastics,2024,2,0,0,1,1
GRE,Athletics,1896,36,1,3,6,10
GRE,Athletics,1900,3,0,0,0,0
GRE,Athletics,1904,11,0,0,1,1
GRE,Athletics,1906,108,1,2,4,7
GRE,Athletics,1908,24,0,3,0,3
GRE,Athletics,1912,7,1,0,1,2
GRE,Athletics,1920,16,0,0,0,0
GRE,Athletics,1924,27,0,0,0,0
GRE,Athletics,1928,29,0,0,0,0
GRE,Athletics,1932,12,0,0,0,0
GRE,Athletics,1936,21,0,0,0,0
GRE,Athletics,1948,26,0,0,0,0
GRE,Athletics,1952,16,0,0,0,0
GRE,Athletics,1956,9,0,0,1,1
GRE,Athletics,1960,25,0,0,0,0
GRE,Athletics,1964,6,0,0,0,0
GRE,Athletics,1968,7,0,0,0,0
GRE,Athletics,1972,12,0,0,0,0
GRE,Athletics,1976,12,0,0,0,0
GRE,Athletics,1980,8,0,0,0,0
GRE,Athletics,1984,10,0,0,0,0
GRE,Athletics,1988,8,0,0,0,0
GRE,Athletics,1992,11,1,0,0,1
GRE,Athletics,1996,29,0,1,0,1
GRE,Athletics,2000,51,1,3,0,4
GRE,Athletics,2004,61,2,2,1,5
GRE,Athletics,2008,33,0,0,1,1
GRE,Athletics,2012,25,0,0,0,0
GRE,Athletics,2016,25,1,0,0,1
GRE,Athletics,2020,21,1,0,0,1
GRE,Athletics,2024,14,1,0,1,2
GRE,Badminton,2004,2,0,0,0,0
GRE,Basketball,1952,12,0,0,0,0
GRE,Basketball,1996,12,0,0,0,0
GRE,Basketball,2004,24,0,0,0,0
GRE,Basketball,2008,12,0,0,0,0
GRE,Basketball,2024,12,0,0,0,0
GRE,Beach Volleyball,2000,2,0,0,0,0
GRE,Beach Volleyball,2004,6,0,0,0,0
GRE,Beach Volleyball,2008,4,0,0,0,0
GRE,Beach Volleyball,2012,2,0,0,0,0
GRE,Boxing,1924,1,0,0,0,0
GRE,Boxing,1928,2,0,0,0,0
GRE,Boxing,1932,1,0,0,0,0
GRE,Boxing,1960,2,0,0,0,0
GRE,Boxing,1968,3,0,0,0,0
GRE,Boxing,1972,4,0,0,0,0
GRE,Boxing,1976,3,0,0,0,0
GRE,Boxing,1984,2,0,0,0,0
GRE,Boxing,1988,1,0,0,0,0
GRE,Boxing,1992,1,0,0,0,0
GRE,Boxing,1996,2,0,0,0,0
GRE,Boxing,2000,3,0,0,0,0
GRE,Boxing,2004,6,0,0,0,0
GRE,Boxing,2008,2,0,0,0,0
GRE,Canoeing,2000,2,0,0,0,0
GRE,Canoeing,2004,8,0,0,0,0
GRE,Canoeing,2008,4,0,0,0,0
GRE,Canoeing,2012,1,0,0,0,0
GRE,Cycling,1896,15,1,3,0,4
GRE,Cycling,1906,22,0,0,0,0
GRE,Cycling,1908,2,0,0,0,0
GRE,Cycling,1948,7,0,0,0,0
GRE,Cycling,1976,3,0,0,0,0
GRE,Cycling,1984,2,0,0,0,0
GRE,Cycling,1992,2,0,0,0,0
GRE,Cycling,1996,3,0,0,0,0
GRE,Cycling,2000,6,0,0,0,0
GRE,Cycling,2004,7,0,0,0,0
GRE,Cycling,2008,6,0,0,0,0
GRE,Cycling,2012,4,0,0,0,0
GRE,Cycling,2016,3,0,0,0,0
GRE,Cycling Mountain Bike,2020,1,0,0,0,0
GRE,Cycling Road,2020,1,0,0,0,0
GRE,Cycling Road,2024,1,0,0,0,0
GRE,Cycling Track,2020,1,0,0,0,0
GRE,Equestrian,2024,1,0,0,0,0
GRE,Equestrianism,2000,1,0,0,0,0
GRE,Equestrianism,2004,11,0,0,0,0
GRE,Fencing,1896,9,2,1,2,5
GRE,Fencing,1906,26,1,5,1,7
GRE,Fencing,1912,14,0,0,0,0
GRE,Fencing,1920,5,0,0,0,0
GRE,Fencing,1924,14,0,0,0,0
GRE,Fencing,1928,13,0,0,0,0
GRE,Fencing,1936,21,0,0,0,0
GRE,Fencing,1948,22,0,0,0,0
GRE,Fencing,1972,4,0,0,0,0
GRE,Fencing,1984,1,0,0,0,0
GRE,Fencing,1992,1,0,0,0,0
GRE,Fencing,1996,1,0,0,0,0
GRE,Fencing,2004,15,0,0,0,0
GRE,Fencing,2012,1,0,0,0,0
GRE,Fencing,2016,2,0,0,0,0
GRE,Fencing,2020,1,0,0,0,0
GRE,Fencing,2024,1,0,0,0,0
GRE,Football,1906,22,0,0,11,11
GRE,Football,1920,11,0,0,0,0
GRE,Football,1952,11,0,0,0,0
GRE,Football,2004,34,0,0,0,0
GRE,Golf,1900,1,0,0,0,0
GRE,Gymnastics,1896,12,2,1,3,6
GRE,Gymnastics,1906,23,1,0,1,2
GRE,Gymnastics,1988,5,0,0,0,0
GRE,Gymnastics,1996,48,1,0,0,1
GRE,Gymnastics,2000,15,0,1,0,1
GRE,Gymnastics,2004,19,1,0,0,1
GRE,Gymnastics,2008,7,0,0,0,0
GRE,Gymnastics,2012,7,0,0,0,0
GRE,Gymnastics,2016,3,1,0,0,1
GRE,Handball,2004,30,0,0,0,0
GRE,Judo,1992,2,0,0,0,0
GRE,Judo,1996,1,0,0,0,0
GRE,Judo,2004,14,1,0,0,1
GRE,Judo,2008,3,0,0,0,0
GRE,Judo,2012,2,0,0,1,1
GRE,Judo,2016,2,0,0,0,0
GRE,Judo,2020,2,0,0,0,0
GRE,Judo,2024,2,0,0,1,1
GRE,Modern Pentathlon,1936,1,0,0,0,0
GRE,Modern Pentathlon,1992,1,0,0,0,0
GRE,Modern Pentathlon,2000,1,0,0,0,0
GRE,Modern Pentathlon,2004,2,0,0,0,0
GRE,Rhythmic Gymnastics,1988,2,0,0,0,0
GRE,Rhythmic Gymnastics,1992,2,0,0,0,0
GRE,Rhythmic Gymnastics,1996,2,0,0,0,0
GRE,Rhythmic Gymnastics,2000,7,0,0,6,6
GRE,Rhythmic Gymnastics,2004,8,0,0,0,0
GRE,Rhythmic Gymnastics,2008,7,0,0,0,0
GRE,Rhythmic Gymnastics,2012,6,0,0,0,0
GRE,Rhythmic Gymnastics,2016,6,0,0,0,0
GRE,Rowing,1906,122,17,25,7,49
GRE,Rowing,1948,9,0,0,0,0
GRE,Rowing,1952,3,0,0,0,0
GRE,Rowing,1956,1,0,0,0,0
GRE,Rowing,1960,8,0,0,0,0
GRE,Rowing,1980,3,0,0,0,0
GRE,Rowing,1984,1,0,0,0,0
GRE,Rowing,1988,7,0,0,0,0
GRE,Rowing,1992,2,0,0,0,0
GRE,Rowing,1996,5,0,0,0,0
GRE,Rowing,2000,4,0,0,0,0
GRE,Rowing,2004,4,0,0,2,2
GRE,Rowing,2008,5,0,2,0,2
GRE,Rowing,2012,10,0,0,2,2
GRE,Rowing,2016,10,0,0,0,0
GRE,Rowing,2020,4,1,0,0,1
GRE,Rowing,2024,7,0,0,4,4
GRE,Sailing,1948,4,0,0,0,0
GRE,Sailing,1952,3,0,0,0,0
GRE,Sailing,1956,2,0,0,0,0
GRE,Sailing,1960,8,3,0,0,3
GRE,Sailing,1964,4,0,0,0,0
GRE,Sailing,1968,6,0,0,0,0
GRE,Sailing,1972,7,0,1,0,1
GRE,Sailing,1976,6,0,0,0,0
GRE,Sailing,1980,4,0,0,3,3
GRE,Sailing,1984,7,0,0,0,0
GRE,Sailing,1988,8,0,0,0,0
GRE,Sailing,1992,9,0,0,0,0
GRE,Sailing,1996,14,1,0,0,1
GRE,Sailing,2000,11,0,0,0,0
GRE,Sailing,2004,18,2,1,0,3
GRE,Sailing,2008,12,0,0,3,3
GRE,Sailing,2012,11,0,0,0,0
GRE,Sailing,2016,7,0,0,2,2
GRE,Sailing,2020,8,0,0,0,0
GRE,Sailing,2024,4,0,0,0,0
GRE,Shooting,1896,46,3,3,3,9
GRE,Shooting,1906,98,2,3,3,8
GRE,Shooting,1908,23,0,0,1,1
GRE,Shooting,1912,54,0,0,0,0
GRE,Shooting,1920,48,0,5,0,5
GRE,Shooting,1924,16,0,0,0,0
GRE,Shooting,1936,8,0,0,0,0
GRE,Shooting,1948,9,0,0,0,0
GRE,Shooting,1952,6,0,0,0,0
GRE,Shooting,1956,2,0,0,0,0
GRE,Shooting,1960,10,0,0,0,0
GRE,Shooting,1964,4,0,0,0,0
GRE,Shooting,1968,7,0,0,0,0
GRE,Shooting,1972,5,0,0,0,0
GRE,Shooting,1976,4,0,0,0,0
GRE,Shooting,1980,3,0,0,0,0
GRE,Shooting,1984,8,0,0,0,0
GRE,Shooting,1988,4,0,0,0,0
GRE,Shooting,1992,6,0,0,0,0
GRE,Shooting,1996,3,0,0,0,0
GRE,Shooting,2000,4,0,0,0,0
GRE,Shooting,2004,13,0,0,0,0
GRE,Shooting,2008,1,0,0,0,0
GRE,Shooting,2012,3,0,0,0,0
GRE,Shooting,2016,3,1,0,1,2
GRE,Shooting,2020,3,0,0,0,0
GRE,Shooting,2024,8,0,0,0,0
GRE,Table Tennis,1996,2,0,0,0,0
GRE,Table Tennis,2000,4,0,0,0,0
GRE,Table Tennis,2004,7,0,0,0,0
GRE,Table Tennis,2008,5,0,0,0,0
GRE,Table Tennis,2012,2,0,0,0,0
GRE,Table Tennis,2016,1,0,0,0,0
GRE,Table Tennis,2020,1,0,0,0,0
GRE,Table Tennis,2024,1,0,0,0,0
GRE,Taekwondo,2000,3,1,0,0,1
GRE,Taekwondo,2004,4,0,2,0,2
GRE,Taekwondo,2008,3,0,1,0,1
GRE,Taekwondo,2012,1,0,0,0,0
GRE,Taekwondo,2020,1,0,0,0,0
GRE,Tennis,1896,13,0,3,1,4
GRE,Tennis,1906,25,1,5,3,9
GRE,Tennis,1920,1,0,0,0,0
GRE,Tennis,1924,7,0,0,0,0
GRE,Tennis,1988,4,0,0,0,0
GRE,Tennis,1992,5,0,0,0,0
GRE,Tennis,1996,3,0,0,0,0
GRE,Tennis,2000,1,0,0,0,0
GRE,Tennis,2004,6,0,0,0,0
GRE,Tennis,2008,3,0,0,0,0
GRE,Tennis,2020,4,0,0,0,0
GRE,Tennis,2024,9,0,0,0,0
GRE,Triathlon,2000,1,0,0,0,0
GRE,Triathlon,2004,1,0,0,0,0
GRE,Triathlon,2008,1,0,0,0,0
GRE,Volleyball,2004,24,0,0,0,0
GRE,Weightlifting,1896,4,0,0,2,2
GRE,Weightlifting,1904,1,1,0,0,1
GRE,Weightlifting,1906,9,1,0,0,1
GRE,Weightlifting,1920,1,0,0,0,0
GRE,Weightlifting,1960,1,0,0,0,0
GRE,Weightlifting,1968,2,0,0,0,0
GRE,Weightlifting,1972,4,0,0,0,0
GRE,Weightlifting,1976,4,0,0,0,0
GRE,Weightlifting,1980,5,0,0,0,0
GRE,Weightlifting,1984,9,0,0,0,0
GRE,Weightlifting,1988,4,0,0,0,0
GRE,Weightlifting,1992,5,1,0,0,1
GRE,Weightlifting,1996,10,2,3,0,5
GRE,Weightlifting,2000,8,2,2,1,5
GRE,Weightlifting,2004,10,0,0,1,1
GRE,Weightlifting,2008,4,0,0,0,0
GRE,Weightlifting,2012,1,0,0,0,0
GRE,Weightlifting,2016,1,0,0,0,0
GRE,Weightlifting,2020,1,0,0,0,0
GRE,Wrestling,1896,2,0,1,1,2
